date,ticker,secteur,bourse,pays,rating,anciennete,employes,prix_ouverture,prix_haut,prix_bas,prix_cloture,volume,market_cap_m,rendement_jour,rendement_log,volatilite_20j,beta,per,pbr,roe,roa,debt_equity,dividend_yield,rsi,macd,moy_mobile_50,moy_mobile_200,bollinger_width,sentiment,taux_central,inflation,vix,defaut_recent
2017-07-08,EYLF,Consommation,LSE,USA,BBB,28.9,1140,189.73,191.72,188.46,191.05,3679374,1781.69,0.00362,0.003613,0.01515,0.746,12.53,5.03,0.3668,0.0004,1.844,0.0163,47.3,-2.422,196.22,208.92,0.0027,0.005,0.0379,0.0073,22.47,0
2021-09-12,CVPT,Energie,LSE,UK,BB,20.8,160,43.51,44.55,43.16,44.12,1517219,205.78,0.015898,0.015773,0.02341,0.8,18.91,2.86,0.203,0.09,1.081,0.0401,67.5,1.227,45.34,56.14,0.0515,0.143,0.034,0.041,22.9,0
2018-12-22,THQQ,Sante,NYSE,USA,BBB,22.4,129,28.0,28.17,27.89,28.13,1197018,85.3,0.00359,0.003584,0.01958,0.745,3.0,5.07,0.0051,-0.0036,2.4,0.0071,34.4,1.641,28.27,28.95,0.0679,-0.798,-0.0024,0.0475,21.65,0
2020-09-01,ACGB,Industrie,TSX,USA,CCC,11.0,2326,66.77,68.32,65.89,68.22,571159,1542.21,0.014683,0.014576,0.0316,1.082,12.07,3.84,0.0231,0.0111,0.726,0.031,47.6,-3.454,69.25,64.36,0.0438,0.395,0.0034,0.0114,24.36,0
2017-03-27,BORR,Finance,NASDAQ,Allemagne,BBB,14.5,18451,132.26,133.32,131.65,131.99,843411,16033.23,-0.004316,-0.004325,0.01931,0.714,39.19,0.3,0.2188,0.1082,0.49,0.0635,69.2,5.484,137.15,131.23,0.035,0.126,0.0467,0.0026,27.12,0
2021-07-10,JIFW,Tech,LSE,Japon,BBB,37.8,4972,65.74,70.57,64.4,68.89,6565221,3755.14,0.035973,0.035341,0.03924,1.36,14.41,5.04,0.0589,0.0047,1.274,0.0173,49.3,-0.117,67.86,68.14,0.053,0.223,0.0261,0.0383,32.44,0
2018-12-15,JYOW,Industrie,EURONEXT,USA,BB,25.9,543,18.19,18.5,18.09,18.48,11071331,990.47,0.022406,0.022158,0.02142,0.555,17.64,2.52,0.1562,0.123,1.641,0.0128,53.8,-0.058,17.93,21.26,0.0374,-0.095,-0.0035,0.043,18.77,0
2021-08-20,SYQQ,Finance,NASDAQ,UK,AA,5.3,4497,70.82,70.87,68.2,69.35,11184784,2568.65,-0.015728,-0.015853,0.02775,1.132,7.54,,0.1245,0.0926,2.193,0.0153,63.1,2.702,67.39,68.64,0.0287,0.476,0.0298,0.0342,20.2,0
2018-07-16,HFKK,Energie,NYSE,USA,BB,20.9,961,41.41,41.77,40.87,41.19,90699,1030.45,0.00495,0.004937,0.02266,1.059,37.19,3.57,0.1239,0.046,0.987,0.019,15.9,0.736,41.36,45.79,0.058,-0.016,0.0075,0.0447,27.31,0
2021-11-19,NZYO,Finance,NYSE,France,BB,33.7,647,68.86,69.06,67.78,68.02,4017429,833.97,-0.009272,-0.009316,0.01313,1.241,4.33,3.38,-0.0859,0.0188,0.304,0.0052,38.3,2.476,64.75,59.98,0.0678,0.259,0.0344,0.0435,32.81,0
2023-02-17,SBTZ,Energie,EURONEXT,USA,BBB,4.6,1479,48.23,49.06,47.79,48.88,2401970,1854.92,0.010502,0.010448,0.02344,0.886,19.2,3.02,0.1404,0.0893,1.397,0.0017,78.4,1.731,55.04,45.38,0.0147,0.261,0.0501,0.0092,11.23,0
2019-12-21,NIOS,Energie,NYSE,Chine,B,11.8,771,121.1,124.71,120.9,122.47,766355,593.48,0.013062,0.012977,0.04101,0.952,3.0,2.22,0.1767,0.003,0.01,0.0341,48.3,-4.069,126.66,114.04,0.0144,0.615,-0.0085,0.0118,22.17,0
2022-05-11,YCRG,Consommation,NYSE,USA,B,32.6,166,19.42,19.57,19.36,19.41,430737,321.88,-0.000759,-0.000759,0.0198,0.838,21.17,0.3,0.1991,-0.0059,2.19,0.0199,37.1,-3.002,18.39,19.32,0.0342,0.57,0.0429,0.0399,25.59,0
2017-05-15,NQUX,Consommation,NASDAQ,UK,BBB,22.9,428,18.29,18.46,18.23,18.44,16516609,350.72,0.0058,0.005784,0.01597,0.566,20.2,3.23,0.1161,0.0568,0.868,0.054,56.1,1.75,19.21,15.67,0.0713,0.386,0.0429,0.0067,25.48,0
2021-06-15,DCOJ,Energie,NYSE,USA,B,37.8,478,52.33,52.52,50.43,50.64,733995,561.45,-0.031841,-0.032359,0.03288,1.084,25.7,4.04,0.2462,0.019,0.945,0.0214,50.4,-6.519,46.71,51.35,0.0447,0.164,0.0228,0.0312,30.23,0
2019-12-03,NTZB,Consommation,NASDAQ,USA,BBB,51.0,14523,38.79,38.82,37.79,38.2,7773599,9512.32,-0.009191,-0.009233,0.01606,0.761,9.74,2.79,0.0328,0.0955,1.289,0.0001,70.3,-0.555,40.2,37.46,0.0834,-0.27,-0.012,0.0135,15.43,0
2019-06-09,GPXI,Consommation,NASDAQ,USA,BB,7.2,4153,277.98,287.26,277.52,285.62,10127224,6634.72,0.023007,0.022746,0.01377,0.555,16.93,1.93,0.1683,-0.0154,2.381,0.0252,35.2,-4.342,306.61,335.43,0.0715,0.724,-0.0094,0.0295,13.81,0
2017-04-23,DBUQ,Tech,NYSE,USA,BBB,12.5,184828,126.33,127.59,126.19,126.78,2198028,127785.22,-0.001388,-0.001389,0.0331,1.249,16.72,4.74,0.2235,0.1568,2.89,0.0221,67.7,-3.357,131.01,136.98,0.0036,0.088,0.0422,0.006,13.59,0
2022-10-19,XJRR,Sante,EURONEXT,USA,AA,14.1,995,141.36,142.7,140.74,142.04,426578,1089.98,0.006134,0.006115,0.02316,0.901,5.94,2.12,-0.0119,0.1292,0.8,0.0353,65.9,-4.451,138.12,138.19,0.0747,-0.175,0.0506,0.0237,15.33,0
2019-08-05,QPDL,Tech,NYSE,Chine,BB,26.9,11971,61.82,62.69,61.5,62.67,429809,7381.58,0.010915,0.010856,0.02602,1.14,21.11,3.7,0.1408,0.0754,0.049,0.0023,26.0,-3.838,61.09,70.52,0.0319,,-0.0078,0.0231,32.13,0
2020-05-16,AWIF,Finance,NYSE,USA,BB,18.8,11214,85.03,86.59,84.11,85.79,1597905,7469.82,0.001644,0.001643,0.01546,0.851,9.66,2.08,0.2936,0.0813,0.509,0.022,22.3,-1.598,83.98,94.18,0.0301,-0.168,-0.0052,0.0079,24.88,0
2017-09-07,YZAD,Consommation,NYSE,Japon,BBB,1.3,6337,80.81,81.35,80.39,80.39,503236,14295.0,-0.000941,-0.000942,0.02806,0.371,13.67,2.67,0.2491,0.0586,1.623,0.0267,68.4,0.948,75.53,71.88,0.0244,0.393,0.0351,0.0075,24.09,0
2019-12-06,PYRW,Consommation,NYSE,USA,A,4.4,362,68.96,74.84,68.52,74.17,681091,279.39,0.073408,0.070838,0.01317,0.736,31.74,0.51,0.0775,-0.0297,1.674,0.0192,38.7,3.587,79.51,64.26,0.0025,-0.179,-0.0079,0.0161,27.85,0
2017-08-03,SNJX,Industrie,NYSE,USA,AA,18.4,770,47.95,49.06,47.53,48.5,593831,723.54,0.006284,0.006264,0.01511,0.787,27.09,4.1,0.2272,0.1359,2.144,0.0216,50.1,3.439,46.22,55.5,0.063,-0.263,0.0349,0.0091,18.18,0
2021-12-15,OOHH,Energie,EURONEXT,USA,BBB,14.5,6906,42.41,43.11,42.03,42.06,647109,3999.22,0.003496,0.00349,0.03173,0.963,28.37,4.05,0.1197,0.0153,1.446,0.0172,48.9,0.748,41.5,40.88,0.0503,0.048,0.0386,0.0466,10.08,0
2020-09-20,YZAD,Tech,NASDAQ,USA,BBB,16.7,15945,230.6,230.89,230.11,230.61,1196455,20171.4,0.001383,0.001382,0.01597,1.155,26.63,4.04,0.1002,0.1282,1.035,0.0047,58.3,7.307,230.43,262.93,0.0358,-0.579,0.0039,0.0071,21.54,0
2022-08-17,SJZT,Tech,NYSE,USA,A,28.8,4990,80.75,82.86,78.27,80.27,3493514,3297.74,-0.011255,-0.011319,0.02539,1.4,17.72,2.68,-0.0432,0.0042,1.043,0.0492,66.0,0.905,75.74,67.79,0.0323,-0.37,0.0496,0.0277,10.96,0
2019-12-22,KEGO,Finance,NASDAQ,France,BBB,3.4,778,16.64,16.86,16.28,16.32,906624,653.11,-0.021697,-0.021936,0.0238,1.174,24.26,4.62,0.1798,0.0745,0.027,0.0485,98.0,-1.773,17.47,13.95,0.0316,-0.138,-0.0067,0.0112,21.5,0
2021-09-02,CBZA,Finance,LSE,Japon,BBB,36.9,1440,16.65,16.93,16.6,16.77,1498492,885.25,0.000485,0.000485,0.02618,0.969,24.04,2.33,0.1795,0.0006,0.931,0.0393,29.8,-5.839,17.23,15.95,0.0013,0.258,0.0321,0.0423,23.8,0
2015-07-01,FQCB,Energie,NASDAQ,USA,AA,26.0,5788,50.78,50.95,49.37,50.15,269678,4022.77,-0.001725,-0.001727,0.05993,0.987,3.82,4.59,0.0415,-0.0296,0.763,0.0156,48.4,-3.265,48.78,53.09,0.0018,-0.7,0.037,0.0455,25.27,0
2018-07-28,BYVH,Sante,TSX,USA,BB,21.1,166,19.74,19.94,19.65,19.74,1387926,290.59,-0.015518,-0.015639,0.01559,0.761,4.54,3.58,0.1873,0.0904,0.268,0.0283,31.9,-3.879,19.64,19.57,0.0693,-0.951,0.0095,0.039,20.88,0
2015-01-18,VTCA,Tech,NYSE,Canada,BBB,35.4,72211,173.35,177.33,170.74,172.44,1250317,28241.85,-0.010016,-0.010066,0.03885,1.386,3.0,2.0,0.0681,0.1125,1.734,0.037,20.6,4.787,163.84,178.91,0.0098,-0.355,0.0171,0.0228,20.67,0
2018-12-19,UQDF,Tech,EURONEXT,UK,BB,8.0,138,24.49,25.26,24.33,25.13,302723,255.44,0.024441,0.024147,0.05281,1.229,34.2,3.7,0.1295,0.0768,1.318,0.0673,41.0,0.926,28.45,23.3,0.062,0.701,0.0013,0.0428,7.18,0
2017-11-07,OKEO,Tech,NASDAQ,USA,AA,8.7,260,32.59,32.65,32.17,32.31,218700,569.43,0.001447,0.001446,0.02526,1.351,26.67,3.68,0.1562,0.0445,2.621,0.0317,37.4,-5.422,33.7,30.55,0.0563,-0.103,0.0286,0.0156,20.99,0
2021-03-11,POVF,Consommation,NASDAQ,USA,BBB,13.1,979,67.18,67.5,66.17,66.33,1922211,841.08,-0.017045,-0.017192,0.01345,0.454,15.88,1.33,0.1115,0.0957,1.674,0.0485,55.4,-2.34,69.8,60.19,0.0289,-0.347,0.0195,0.0232,30.53,0
2017-02-20,XACW,Finance,NASDAQ,USA,BB,8.8,3908,164.81,166.41,164.64,165.32,9287643,5842.92,0.008674,0.008636,0.01774,1.289,4.04,2.67,0.299,0.0731,2.629,0.0277,10.1,1.249,163.22,128.35,0.0453,0.884,0.0438,0.0009,34.12,1
2023-05-27,XENX,Tech,NASDAQ,France,B,16.5,1281,58.47,58.84,57.49,58.18,1214021,1227.58,-0.007196,-0.007222,0.04807,1.31,26.99,5.27,0.3652,0.1471,0.901,0.0021,53.9,-4.168,56.59,45.06,0.0269,0.322,0.0472,0.0028,7.03,0
2018-07-27,WWNA,Energie,TSX,Japon,A,8.2,9332,64.72,65.7,63.91,64.0,240358,13820.96,-0.012681,-0.012762,0.03399,0.999,29.35,3.08,0.2418,0.0886,0.482,0.0039,17.0,2.895,58.01,59.99,0.0271,-0.151,0.0096,0.0407,20.91,0
2015-02-01,BWIC,Finance,NASDAQ,USA,A,33.0,921,40.25,40.44,39.9,40.15,1938419,721.35,-0.009537,-0.009583,0.02638,1.114,18.38,2.35,0.067,0.17,0.973,0.025,84.6,-3.976,41.66,41.19,0.0408,-0.204,0.0237,0.0257,16.93,0
2019-04-21,BQIK,Finance,EURONEXT,USA,BB,15.8,1660,103.07,103.56,102.12,102.96,1751654,1216.61,-0.001723,-0.001725,0.02868,1.12,3.0,0.86,0.1013,0.0078,0.652,0.0302,70.5,-4.031,108.06,109.58,0.0343,-0.391,-0.0096,0.0366,3.17,0
2017-07-26,RNDA,Consommation,NYSE,Allemagne,BBB,15.4,189,6.14,6.25,6.13,6.25,162442,149.54,0.018466,0.018298,0.00733,0.832,24.7,4.25,0.1694,0.0546,1.485,0.0573,80.1,2.457,5.99,6.77,0.0504,0.122,0.0379,0.0073,12.08,0
2019-12-18,NNGW,Finance,NASDAQ,France,CCC,11.8,56545,125.25,126.34,121.84,122.66,1902205,37016.79,-0.020482,-0.020695,0.02134,1.267,11.45,5.13,0.2094,-0.0022,0.667,0.0453,25.8,-0.083,123.88,119.68,0.0,0.359,-0.0075,0.0121,25.79,0
2017-05-10,OTJV,Tech,NASDAQ,France,CCC,0.5,966,72.69,73.2,69.09,69.5,938571,839.78,-0.041878,-0.04278,0.04754,1.201,27.57,5.79,0.0908,0.0357,3.261,0.0481,51.1,-0.586,72.75,71.26,0.0523,0.826,0.0426,0.0034,19.5,0
2023-07-25,QWPM,Finance,EURONEXT,UK,B,38.7,937,40.77,41.81,40.54,41.48,187589,403.98,0.013208,0.013122,0.03083,1.202,40.45,2.41,0.1515,0.0894,1.666,0.0022,41.0,0.363,39.34,39.72,0.0726,0.882,0.0425,0.0042,31.9,0
2016-06-27,ANLX,Tech,TSX,Chine,BB,7.9,37725,50.64,51.17,49.21,49.96,6766471,18493.6,-0.013241,-0.013329,0.00902,1.083,3.0,1.97,0.1499,0.0617,2.549,0.0326,48.0,-0.109,52.8,51.97,0.0078,0.202,0.0545,0.0254,16.6,0
2018-08-04,CXGD,Industrie,EURONEXT,France,CCC,14.1,2644,29.76,29.91,29.04,29.29,828782,2636.79,-0.015007,-0.01512,0.02395,0.947,3.0,3.47,0.206,0.067,1.393,0.0103,54.0,-0.911,30.43,31.43,0.0374,0.099,0.008,0.0464,11.73,0
2020-07-09,VZFR,Sante,EURONEXT,Allemagne,BBB,12.9,8894,55.08,56.11,54.36,55.36,2483064,8036.62,0.003851,0.003844,0.01789,0.94,28.91,1.87,0.1895,0.0994,3.072,0.0255,64.6,2.086,56.65,59.43,0.0232,0.03,-0.0022,0.0122,22.08,0
2018-05-18,PLAB,Energie,NASDAQ,Japon,BB,8.2,1269,52.45,53.08,51.81,52.18,987006,1865.64,0.001003,0.001002,0.0193,1.169,4.5,1.43,-0.0032,0.0296,0.402,0.0231,18.7,4.499,53.04,43.44,0.0678,0.431,0.0159,0.0346,19.32,0
2019-10-03,ZYTI,Sante,NYSE,USA,BB,20.2,2254,76.24,77.79,75.14,77.37,2912260,4683.25,0.02173,0.021497,0.01165,0.881,45.16,4.44,0.0971,0.0968,0.056,0.0227,90.0,-5.96,73.94,85.79,0.0365,0.077,-0.0131,0.0162,15.69,0
2023-06-28,VVVO,Finance,EURONEXT,France,AA,18.6,1029,34.99,36.4,34.59,35.97,2514369,1275.5,0.029797,0.029362,0.01737,1.047,23.43,0.3,0.0214,0.1153,2.17,0.0493,46.7,1.938,33.69,35.76,0.0333,0.293,0.0446,0.0031,34.11,0
2020-05-15,YQYN,Energie,NASDAQ,Allemagne,BB,16.5,296,46.76,50.36,46.38,49.56,311273,378.66,0.059202,0.057516,0.03171,1.197,10.11,0.7,0.1145,0.1232,0.866,0.0114,35.1,-1.425,47.96,47.93,0.0217,-0.568,-0.0062,0.0088,26.75,0
2021-03-05,VECC,Finance,LSE,USA,AA,4.9,13720,77.54,78.99,74.69,75.32,360281,10129.24,-0.030613,-0.031092,0.02273,1.012,16.3,0.3,0.1946,0.0521,0.348,0.0201,44.0,-2.605,70.15,77.03,0.0482,0.249,0.0145,0.0218,17.69,0
2016-11-30,WFOX,Consommation,LSE,France,BBB,12.3,433,10.8,10.83,10.68,10.74,2516627,297.96,-0.012673,-0.012754,0.02107,0.662,5.21,1.14,0.0885,0.076,1.14,0.0207,18.7,0.319,11.47,13.04,0.0544,,0.0516,0.0172,21.42,0
2016-09-12,ERBQ,Consommation,NYSE,USA,A,19.9,7618,87.95,89.61,87.9,88.71,7681105,8304.46,0.008883,0.008843,0.01686,0.785,44.56,3.65,0.0044,0.0126,2.127,0.0227,41.9,-1.145,87.28,92.19,0.0395,0.313,0.0524,0.0202,22.72,0
2017-11-29,NCZI,Finance,NYSE,Chine,BBB,19.3,382,10.86,10.96,10.16,10.25,1141334,359.83,-0.048635,-0.049858,0.02606,0.881,32.88,3.99,0.126,-0.0081,1.662,0.027,38.8,1.62,10.27,12.09,0.0299,0.255,0.0231,0.0161,24.05,0
2023-12-18,NKRJ,Consommation,NASDAQ,Allemagne,A,7.3,228,19.99,20.32,19.88,20.3,1341001,419.69,0.005862,0.005845,0.01092,0.933,27.04,2.68,0.0159,0.1099,1.242,0.0258,61.7,1.089,21.57,16.71,0.0222,-0.934,0.0358,0.0148,17.72,0
2017-04-23,RMTI,Tech,NYSE,UK,BBB,27.1,97080,115.63,118.37,113.9,114.68,5735006,114239.99,0.009402,0.009358,0.01688,1.603,23.99,3.3,-0.0973,0.0816,1.818,0.0728,51.4,3.631,110.26,122.09,0.0551,-0.274,0.04,0.0091,26.58,0
2023-12-12,WYEK,Tech,NYSE,Japon,BB,20.3,134,49.27,50.53,48.75,50.33,377395,222.52,0.029742,0.029308,0.03759,1.244,5.4,2.58,0.2352,-0.0854,2.059,0.0198,52.0,2.486,49.75,47.4,0.0254,-0.079,0.0333,0.0122,22.59,0
2022-09-07,ZSYE,Tech,NASDAQ,USA,BBB,7.2,499,90.1,91.92,88.57,88.69,2226135,703.29,-0.009831,-0.00988,0.03258,1.214,37.13,1.89,0.1267,-0.0224,1.327,0.0582,48.3,1.47,89.85,100.24,0.0332,0.038,0.0514,0.0238,26.87,0
2015-06-23,EKOM,Finance,LSE,USA,AAA,6.4,1725,55.11,56.2,54.31,55.08,3695388,2415.36,-0.001552,-0.001553,0.02877,1.106,15.87,2.16,0.0589,0.0241,2.921,0.024,42.2,-0.503,58.05,53.47,0.017,-0.327,0.0349,0.0414,27.76,0
2023-03-15,VTMH,Finance,NYSE,France,BBB,15.3,18938,107.38,109.63,104.43,104.78,8169623,15570.59,-0.023094,-0.023365,0.03421,0.958,32.17,3.3,0.0726,0.1147,1.367,0.0029,67.8,0.879,102.97,88.63,0.0373,-0.087,0.0482,0.0083,24.78,0
2019-11-16,SPJK,Industrie,TSX,USA,A,11.5,4186,149.46,150.74,148.2,149.59,326026,5331.71,0.001559,0.001558,0.04443,1.098,35.37,7.12,0.2883,0.0556,3.052,0.0072,50.2,3.075,148.76,175.45,0.0187,0.288,-0.0102,0.0153,5.27,0
2017-04-23,XVZU,Finance,EURONEXT,USA,BB,2.1,1018,43.66,44.89,43.06,44.74,1743629,2020.22,0.025575,0.025253,0.03206,1.229,10.24,2.04,0.2124,0.0561,1.734,0.0059,38.1,1.028,43.99,40.27,0.0368,0.141,0.0409,0.0041,24.42,0
2019-04-04,ZNXE,Finance,LSE,Chine,BBB,7.1,143,3.74,3.8,3.74,3.79,529130,226.22,0.004328,0.004319,0.02742,0.991,6.27,5.32,,0.0467,0.991,0.0113,82.0,4.896,3.95,3.2,0.0303,0.005,-0.0031,0.0351,23.62,0
2021-08-10,DZMP,Tech,NYSE,Japon,AAA,10.8,4238,86.35,87.1,84.19,85.48,1344781,5448.91,-5.6e-05,-5.6e-05,0.02931,1.051,18.63,3.57,-0.0633,0.0471,0.494,0.0189,39.4,3.754,81.54,86.38,0.0474,-0.474,0.0291,0.0402,25.22,0
2022-02-14,AGLE,Tech,NYSE,USA,A,11.7,3387,26.35,26.49,24.85,24.87,381583,3455.34,-0.050346,-0.051658,0.03068,1.278,25.97,3.96,,0.1121,0.589,0.0192,45.8,-1.234,24.28,27.86,0.0428,-0.211,0.0443,0.0389,26.54,0
2015-11-20,SRQQ,Tech,NASDAQ,USA,AAA,18.1,3304,95.28,97.22,95.18,96.77,266108,2383.9,0.018114,0.017952,0.04536,1.138,14.83,1.45,0.1436,0.0016,0.839,0.0263,48.5,3.315,91.81,80.93,0.0479,0.012,0.0412,0.0434,38.74,0
2023-07-30,HTEL,Tech,LSE,Allemagne,AA,2.6,863,50.32,52.34,50.22,52.28,243380,874.05,0.046627,0.045573,0.03469,1.188,21.31,2.42,0.2886,0.0382,0.919,0.0104,38.0,0.74,49.79,54.34,0.0237,0.662,0.0406,0.0076,14.7,0
2022-03-08,LQIU,Finance,LSE,Chine,BB,40.2,2270,99.89,101.78,95.6,97.32,4326955,2642.0,-0.023124,-0.023396,0.02748,1.183,42.52,4.22,0.0846,-0.0143,2.321,0.0249,38.8,-1.072,100.76,98.91,0.0615,0.525,0.0424,0.0484,26.72,0
2019-09-20,XBPH,Tech,NYSE,USA,BBB,3.2,151,33.98,34.38,32.98,33.47,3311012,203.16,-0.003829,-0.003836,0.03949,1.467,16.75,5.39,,0.0716,0.66,0.032,54.0,-1.162,34.77,33.75,0.0459,-0.437,-0.0084,0.0239,13.39,0
2020-09-25,QGKH,Tech,NASDAQ,USA,BB,18.7,7397,263.88,267.73,257.62,258.57,7639861,5607.92,-0.019183,-0.01937,0.04445,1.287,29.65,0.61,0.0252,-0.0056,0.662,0.0166,17.3,1.891,260.93,263.36,0.0405,-0.239,0.006,0.0053,19.69,0
2021-12-09,OTFB,Sante,NASDAQ,USA,A,20.7,1194,13.48,13.57,12.75,12.87,7286749,1060.54,-0.045165,-0.046217,0.02014,0.953,20.16,0.59,0.1277,0.0657,0.181,0.0049,19.4,3.016,12.07,11.14,0.0402,-0.356,0.0378,0.0457,22.38,0
2020-05-01,FPCA,Industrie,NASDAQ,USA,AA,3.2,3051,54.34,54.84,52.68,53.01,76711,2506.08,-0.020152,-0.020357,0.02619,0.927,26.89,1.8,0.139,0.1471,1.26,0.0431,32.6,5.257,51.44,57.3,0.0255,1.0,-0.0017,0.0032,20.65,0
2015-08-23,WKRP,Tech,TSX,USA,B,23.9,4153,128.31,129.28,126.46,127.25,1442917,8144.26,-0.002976,-0.002981,0.00499,1.345,23.43,6.47,0.1233,0.1819,0.92,0.0692,65.3,0.168,125.32,130.1,0.0463,0.014,0.0347,0.0414,6.57,0
2020-05-29,VMXK,Consommation,EURONEXT,Chine,BBB,12.4,18586,108.08,108.39,106.15,107.19,697483,31904.98,-0.007439,-0.007466,0.01054,0.501,37.67,3.23,0.0578,0.0246,0.18,0.0484,13.3,3.657,109.32,121.07,0.0299,0.054,-0.0048,0.0035,19.15,0
2021-09-19,YMHJ,Sante,NASDAQ,Canada,A,17.5,1017,41.67,41.88,40.57,41.1,1390490,735.47,-0.016634,-0.016774,0.02521,0.629,15.52,0.56,0.2181,0.0985,1.156,0.0226,26.7,4.345,36.65,40.91,0.0661,-0.565,0.0389,0.0422,24.52,0
2021-11-03,PJCW,Sante,NYSE,UK,BBB,6.4,1241,24.92,24.94,24.51,24.56,1324348,1097.09,-0.015731,-0.015856,0.01853,0.834,25.1,3.63,0.0579,0.0354,0.653,0.0333,49.6,6.801,22.08,24.81,0.0297,0.663,0.0388,0.0438,13.27,0
2022-10-05,UNTC,Sante,NYSE,USA,AA,13.0,1095,82.41,83.36,81.0,81.65,93313,2077.07,-0.006147,-0.006166,0.00993,0.901,3.0,3.48,0.1441,0.0137,0.096,0.0047,57.6,0.291,75.33,79.76,0.041,0.02,0.0529,0.0219,5.21,0
2021-10-05,MBZH,Energie,NASDAQ,USA,BBB,4.1,11482,65.79,66.48,64.75,64.99,1318300,7086.19,-0.006591,-0.006613,0.01906,1.127,17.14,1.55,0.0798,0.1129,1.393,0.0337,35.6,-3.883,66.03,63.4,0.0247,-0.095,0.0345,0.0411,25.35,0
2021-06-30,ZVYF,Industrie,LSE,France,BBB,27.4,1775,90.08,90.51,89.57,89.61,108357,1299.07,0.003648,0.003642,0.01822,1.012,9.53,4.93,0.1433,0.0515,1.215,0.0067,34.7,0.816,84.71,79.05,0.0204,0.048,0.0231,0.0342,15.16,0
2019-08-31,KPRK,Tech,EURONEXT,France,BBB,4.2,638,27.98,28.92,27.87,28.2,289662,1251.8,0.004011,0.004003,0.03918,1.253,23.42,2.81,0.0674,0.1731,1.334,0.0174,51.2,1.985,28.58,28.85,0.044,,-0.0093,0.0229,29.5,0
2018-02-11,BBTQ,Energie,LSE,Allemagne,BBB,10.8,3721,44.48,44.95,42.38,42.48,774882,4189.41,-0.043315,-0.044281,0.03021,0.941,21.84,1.67,0.1717,0.1113,0.773,0.0491,33.7,0.207,43.07,39.72,0.0534,-0.593,0.0222,0.0253,23.99,0
2021-11-24,GWPC,Sante,LSE,Allemagne,AA,8.4,612,52.39,53.2,52.24,53.0,486184,756.49,0.008972,0.008932,0.01635,0.842,38.93,2.35,0.1176,0.0259,2.887,0.019,50.3,-1.96,49.02,61.32,0.0562,0.144,0.0409,0.0411,7.78,0
2023-10-04,MIQP,Industrie,LSE,UK,BB,18.2,1088,23.85,24.1,23.28,23.41,824143,1063.04,-0.017116,-0.017264,0.01675,1.178,8.76,5.88,0.2734,0.0118,1.306,0.0345,38.2,-0.84,22.89,21.78,0.0385,-0.027,0.0387,0.0071,22.61,0
2022-12-22,QMYA,Energie,EURONEXT,USA,BBB,11.9,8247,360.53,365.9,354.7,363.97,1105914,13536.02,-0.002494,-0.002498,0.01536,0.915,12.48,1.84,0.2158,0.0498,2.365,0.0612,80.3,-2.55,343.91,367.11,0.0374,0.937,0.0493,0.0113,24.69,0
2019-02-14,VSCS,Industrie,LSE,USA,BBB,42.3,1432,69.1,71.72,69.03,70.36,3836937,1678.79,0.020237,0.020035,0.02033,0.876,3.69,2.48,0.2196,0.0411,2.457,0.0542,67.8,0.072,70.54,67.72,0.0618,0.84,-0.0069,0.0496,16.12,0
2020-07-23,BXRF,Sante,NASDAQ,USA,A,41.7,1285,35.93,36.12,34.95,35.06,1351640,1198.5,-0.020101,-0.020305,0.01934,0.84,47.37,2.55,0.085,0.1204,3.296,0.0062,59.8,-1.295,32.34,36.56,0.051,0.145,-0.0046,0.0028,10.01,0
2021-02-14,IZDP,Sante,NYSE,Japon,BBB,5.9,7204,13.81,13.9,13.74,13.75,830251,3271.68,-0.002879,-0.002883,0.01736,0.543,32.29,2.99,0.1479,0.0084,1.545,0.0627,67.8,-2.601,13.29,13.71,0.0621,-0.231,0.0129,0.023,21.32,0
2022-02-10,IDBZ,Consommation,LSE,USA,BB,12.5,258,29.63,30.25,29.57,29.83,5103814,358.2,0.007785,0.007755,0.01797,0.875,37.15,1.94,0.2452,0.007,2.131,0.0263,37.3,-7.13,29.23,29.19,0.0514,0.189,0.0433,0.0431,14.25,0
2023-05-12,HPBU,Consommation,NYSE,Chine,CCC,5.0,1386,24.7,24.86,23.94,24.16,1968462,2455.26,-0.024388,-0.02469,0.02019,0.418,14.79,0.3,0.2527,0.0898,1.032,0.003,62.1,-2.846,21.9,20.34,0.0445,-0.268,0.0456,0.0069,15.49,0
2022-09-03,VYUL,Energie,NYSE,UK,BBB,16.8,1003,59.92,60.27,55.97,56.75,882738,1034.42,-0.048387,-0.049597,0.01967,0.815,24.77,3.44,0.204,0.0495,0.699,0.0147,51.9,-2.719,54.68,64.6,0.0379,0.77,0.0505,0.0277,23.83,0
2015-06-22,EZST,Consommation,NASDAQ,USA,AAA,31.1,6205,101.07,101.08,100.17,100.97,5893527,8120.44,0.000602,0.000602,0.01378,0.952,31.55,4.0,0.1681,-0.0285,1.965,0.0064,36.7,-1.663,98.52,102.49,0.0376,-0.036,0.0352,0.0366,7.8,0
2019-11-21,EZXM,Tech,NASDAQ,USA,BBB,9.9,1161,51.33,52.46,51.2,51.23,39218466,931.31,-0.003621,-0.003628,0.02846,1.126,33.23,0.88,0.0191,0.178,2.297,0.0094,53.7,-0.638,49.88,47.61,0.0576,-0.461,-0.0109,0.0147,27.17,0
